id	name	attack	block	death	range
2142	Riki the sculptor's model	0	0	0	0
2144	Riki the sculptor's model	0	0	0	0
2145	Riki the sculptor's model	0	0	0	0
2146	Riki the sculptor's model	0	0	0	0
2147	Riki the sculptor's model	0	0	0	0
2148	Riki the sculptor's model	0	0	0	0
2149	Riki the sculptor's model	0	0	0	0
2150	Riki the sculptor's model	0	0	0	0
2151	Vigr	0	0	0	0
2152	Santiri	0	0	0	0
2153	Saro	0	0	0	0
2154	Gunslik	0	0	0	0
2155	Wemund	0	0	0	0
2156	Randivor	0	0	0	0
2157	Hervi	0	0	0	0
2158	Nolar	0	0	0	0
2159	Gulldamar	0	0	0	0
2160	Tati	0	0	0	0
2161	Agmundi	0	0	0	0
2162	Vermundi	0	0	0	0
2163	Banker	0	0	0	0
2164	Banker	0	0	0	0
2165	Librarian	0	0	0	0
2166	Assistant	0	0	0	0
2167	Customer	0	0	0	0
2168	Customer	0	0	0	0
2169	Dromund	0	0	0	0
2170	Rind the gardener	0	0	0	0
2171	Factory Manager	0	0	0	0
2172	Factory Worker	0	0	0	0
2173	Factory Worker	0	0	0	0
2174	Factory Worker	0	0	0	0
2175	Factory Worker	0	0	0	0
2176	Inn Keeper	0	0	0	0
2177	Inn Keeper	0	0	0	0
2178	Barmaid	0	0	0	0
2179	Barman	0	0	0	0
2180	Cart conductor	0	0	0	0
2181	Cart conductor	0	0	0	0
2182	Cart conductor	0	0	0	0
2183	Cart conductor	0	0	0	0
2184	Cart conductor	0	0	0	0
2185	Cart conductor	0	0	0	0
2186	Cart conductor	0	0	0	0
2187	Rowdy dwarf	0	0	0	0
2188	Hegir	0	0	0	0
2189	Haera	0	0	0	0
2190	Runvastr	0	0	0	0
2191	Sune	0	0	0	0
2192	Bentamir	0	0	0	0
2193	Ulifed	0	0	0	0
2194	Reinald	0	0	0	0
2195	Karl	0	0	0	0
2196	Gauss	0	0	0	0
2197	Myndill	0	0	0	0
2198	Kjut	0	0	0	0
2199	Tombar	0	0	0	0
2200	Odmar	0	0	0	0
2201	Audmann	0	0	0	0
2202	Drunken Dwarf	0	0	0	0
2203	Drunken Dwarf	0	0	0	0
2204	Drunken Dwarf	0	0	0	0
2205	Dwarven Boatman	0	0	0	0
2206	Dwarven Boatman	0	0	0	0
2207	Dwarven Miner	0	0	0	0
2208	Dwarven Miner	0	0	0	0
2209	Dwarven Miner	0	0	0	0
2210	Dwarven Miner	0	0	0	0
2211	Dwarven Miner	0	0	0	0
2212	Dwarven Miner	0	0	0	0
2213	Dwarven Miner	0	0	0	0
2214	Dwarven Miner	0	0	0	0
2215	Dwarven Miner	0	0	0	0
2216	Dwarven Miner	0	0	0	0
2217	Dwarven Miner	0	0	0	0
2218	Dwarven Miner	0	0	0	0
2219	Purple Pewter Director	0	0	0	0
2220	Purple Pewter Director	0	0	0	0
2221	Blue Opal Director	0	0	0	0
2222	Yellow Fortune Director	0	0	0	0
2223	Green Gemstone Director	0	0	0	0
2224	White Chisel Director	0	0	0	0
2225	Silver Cog Director	0	0	0	0
2226	Brown Engine Director	0	0	0	0
2227	Red Axe Director	0	0	0	0
2228	Commander Veldaban	0	0	0	0
2229	Red Axe Cat	0	0	0	0
2230	Red Axe Cat	0	0	0	0
2231	Black Guard Berserker	0	0	0	0
2232	Black Guard Berserker	0	0	0	0
2233	Olivia	0	0	0	0
2234	Master Farmer	0	0	0	0
2235	Master Farmer	0	0	0	0
2236	Market Guard	390	0	836	0
2237	Gee	0	0	0	0
2238	Donie	0	0	0	0
2239	Pig	0	0	0	0
2240	Pig	0	0	0	0
2241	Piglet	0	0	0	0
2242	Piglet	0	0	0	0
2243	Piglet	0	0	0	0
2244	Lumbridge Guide	0	0	0	0
2245	Khazard trooper	401	425	836	0
2246	Khazard trooper	429	0	836	0
2247	Gnome troop	190	193	196	0
2248	Gnome troop	190	193	196	0
2249	Gnome	190	193	196	0
2250	Gnome	190	193	196	0
2251	Gnome	190	193	196	0
2252	Crow	0	0	0	0
2253	Wise Old Man	0	0	0	0
2254	Bed	0	0	0	0
2255	Thing under the bed	0	0	0	0
2256	Paladin	0	425	836	0
2257	Mage of Zamorak	0	0	0	0
2259	Mage of Zamorak	0	0	0	0
2260	Mage of Zamorak	0	0	0	0
2262	Dark mage	0	0	0	0
2263	Abyssal leech	2181	0	2183	0
2264	Abyssal guardian	2186	2188	2189	2186
2265	Abyssal walker	2192	2193	2194	2192
2266	Brian O'Richard	0	0	0	0
2267	Rogue Guard	0	0	0	0
2268	Rogue Guard	0	0	0	0
2269	Rogue Guard	0	0	0	0
2270	Martin Thwait	0	0	0	0
2271	Emerald Benedict	0	0	0	0
2272	Spin Blades	0	0	0	0
2273	Spin Blades	0	0	0	0
2274	Goblin	6185	6183	6182	6185
2275	Goblin	6185	6183	6182	6185
2276	Goblin	6185	6183	6182	6185
2277	Goblin	6185	6183	6182	6185
2278	Goblin	6185	6183	6182	6185
2279	Goblin	6185	6183	6182	6185
2280	Goblin	6185	6183	6182	6185
2281	Goblin	6185	6183	6182	6185
2282	Sir Spishyus	0	0	0	0
2283	Lady Table	0	0	0	0
2284	Sir Kuam Ferentse	0	0	0	0
2285	Sir Leye	400	425	836	0
2286	Sir Tinley	0	0	0	0
2287	Sir Ren Itchood	0	0	0	0
2288	Miss Cheevers	0	0	0	0
2289	Ms. Hynn Terprett	0	0	0	0
2290	Sir Tiffy Cashien	0	0	0	0
2291	Rug Merchant	0	0	0	0
2292	Rug Merchant	0	0	0	0
2293	Rug Merchant	0	0	0	0
2294	Rug Merchant	0	0	0	0
2295	Rug Merchant	0	0	0	0
2297	Rug Merchant	0	0	0	0
2299	Rug Station Attendant	0	0	0	0
2301	Monkey	0	0	0	0
2302	Sarah	0	0	0	0
2304	Sarah	0	0	0	0
2305	Vanessa	0	0	0	0
2306	Richard	0	0	0	0
2307	Alice	0	0	0	0
2308	Capt' Arnav	0	0	0	0
2309	null	0	0	0	0
2310	Cow calf	5849	5850	5851	5849
2311	Sheepdog	0	0	0	0
2312	Rooster	0	0	0	0
2313	Chicken	5387	5388	5389	5387
2314	Chicken	5387	5388	5389	5387
2315	Chicken	5387	5388	5389	5387
2316	Pig	0	0	0	0
2317	Pig	0	0	0	0
2318	Piglet	0	0	0	0
2319	Piglet	0	0	0	0
2320	Piglet	0	0	0	0
2321	Blandebir	0	0	0	0
2322	Metarialus	0	0	0	0
2323	Elstan	0	0	0	0
2324	Dantaera	0	0	0	0
2325	Kragen	0	0	0	0
2326	Lyra	0	0	0	0
2327	Francis	0	0	0	0
2328	Wizard Cromperty	0	0	0	0
2329	Muncher	0	0	0	0
2330	Garth	0	0	0	0
2331	Ellena	0	0	0	0
2332	Selena	0	0	0	0
2333	Vasquen	0	0	0	0
2334	Rhonen	0	0	0	0
2335	Dreven	0	0	0	0
2336	Taria	0	0	0	0
2337	Rhazien	0	0	0	0
2338	Torrell	0	0	0	0
2339	Alain	0	0	0	0
2340	Heskel	0	0	0	0
2341	Treznor	0	0	0	0
2342	Fayeth	0	0	0	0
2343	Bolongo	0	0	0	0
2344	Gileth	0	0	0	0
2345	Sick-looking sheep (1)	0	0	0	0
2346	Sick-looking sheep (2)	0	0	0	0
2347	Sick-looking sheep (3)	0	0	0	0
2348	Sick-looking sheep (4)	0	0	0	0
2349	Mourner	0	0	0	0
2350	Mourner	0	0	0	0
2351	Mourner	0	0	0	0
2352	Eudav	0	0	0	0
2353	Oronwen	0	0	0	0
2354	Banker	0	0	0	0
2355	Banker	0	0	0	0
2356	Dalldav	0	0	0	0
2357	Gethin	0	0	0	0
2358	Arianwyn	0	0	0	0
2359	Elf warrior	428	0	836	0
2360	Elf warrior	428	0	836	0
2361	Elf warrior	428	0	836	426
2362	Elf warrior	428	0	836	426
2363	Goreu	0	0	0	0
2364	Ysgawyn	0	0	0	0
2365	Arvel	0	0	0	0
2366	Mawrth	0	0	0	0
2367	Kelyn	0	0	0	0
2368	Eoin	0	0	0	0
2369	Iona	0	0	0	0
2370	Gnome	0	0	0	0
2372	Head mourner	0	0	0	0
2373	Mourner	428	0	836	0
2374	Mourner	0	0	0	0
2375	Eluned	0	0	0	0
2377	Sick-looking sheep (1)	0	0	0	0
2378	Sick-looking sheep (2)	0	0	0	0
2379	Sick-looking sheep (3)	0	0	0	0
2380	Sick-looking sheep (4)	0	0	0	0
2381	Mysterious ghost	0	0	0	0
2382	Mysterious ghost	0	0	0	0
2383	Mysterious ghost	0	0	0	0
2384	Mysterious ghost	0	0	0	0
2385	Mysterious ghost	0	0	0	0
2386	Mysterious ghost	0	0	0	0
2387	Mysterious ghost	0	0	0	0
2388	Mysterious ghost	0	0	0	0
2389	Mysterious ghost	0	0	0	0
2390	Mysterious ghost	0	0	0	0
2391	Mysterious ghost	0	0	0	0
2392	Mysterious ghost	0	0	0	0
2393	Mysterious ghost	0	0	0	0
2394	Mysterious ghost	0	0	0	0
2395	Mysterious ghost	0	0	0	0
2396	Mysterious ghost	0	0	0	0
2397	Mysterious ghost	0	0	0	0
2398	Mysterious ghost	0	0	0	0
2399	Mysterious ghost	0	0	0	0
2400	Mysterious ghost	0	0	0	0
2401	Mysterious ghost	0	0	0	0
2402	Mysterious ghost	0	0	0	0
2403	Cart conductor	0	0	0	0
2410	Red Axe Director	0	0	0	0
2411	Red Axe Director	0	0	0	0
2412	Red Axe Henchman	0	0	0	0
2413	Red Axe Henchman	0	0	0	0
2414	Red Axe Henchman	0	0	0	0
2415	Colonel Grimsson	0	0	0	0
2416	Colonel Grimsson	0	0	0	0
2417	Ogre shaman	0	0	0	0
2418	Ogre shaman	0	0	0	0
2419	Grunsh	0	0	0	0
2420	Gnome emissary	0	0	0	0
2421	Gnome companion	0	0	0	0
2422	Gnome companion	0	0	0	0
2423	Chaos dwarf	0	0	0	0
2424	Gunslik	0	0	0	0
2425	Nolar	0	0	0	0
2426	Factory Worker	0	0	0	0
2427	Cart conductor	0	0	0	0
2428	Gauss	0	0	0	0
2429	Drunken Dwarf	0	0	0	0
2430	Rowdy dwarf	0	0	0	0
2431	Ulifed	0	0	0	0
2432	Red Axe Henchman	0	0	0	0
2433	Red Axe Henchman	0	0	0	0
2434	Ogre shaman	0	0	0	0
2435	Jarvald	0	0	0	0
2436	Jarvald	9232	9231	9230	0
2437	Jarvald	0	0	0	0
2438	Jarvald	0	0	0	0
2439	Askeladden	0	0	0	0
2440	Door-support	0	0	0	0
2441	Door	0	0	0	0
2442	Door	0	0	0	0
2443	Door-support	0	0	0	0
2444	Door	0	0	0	0
2445	Door	0	0	0	0
2446	Door-support	0	0	0	0
2447	Door	0	0	0	0
2448	Door	0	0	0	0
2449	Egg	0	0	0	0
2450	Egg	0	0	0	0
2451	Egg	0	0	0	0
2452	Giant Rock Crab	2368	1313	1314	0
2453	Boulder	0	0	0	0
2454	Dagannoth spawn	1341	0	1342	0
2455	Dagannoth	1343	1340	1342	0
2456	Dagannoth	1343	1340	1342	0
2457	Wallasalki	2365	2366	2367	0
2458	Freaky Forester	0	0	0	0
2459	Pheasant	2372	2371	2373	2372
2460	Pheasant	2372	2371	2373	2372
2461	Pheasant	2372	2371	2373	2372
2462	Pheasant	2372	2371	2373	2372
2463	Evil Chicken	2302	2300	2301	2302
2464	Evil Chicken	2302	2300	2301	2302
2465	Evil Chicken	2302	2300	2301	2302
2466	Evil Chicken	2302	2300	2301	2302
2467	Evil Chicken	2302	2300	2301	2302
2468	Evil Chicken	2302	2300	2301	2302
2469	Frog	0	0	0	0
2470	Frog	0	0	0	0
2471	Frog	0	0	0	0
2472	Frog	0	0	0	0
2473	Frog	0	0	0	0
2474	Frog prince	0	0	0	0
2475	Frog princess	0	0	0	0
2476	Rick Turpentine	4230	404	9055	4230
2477	Quiz Master	0	0	0	0
2478	Evil Bob	0	0	0	0
2479	Evil Bob	0	0	0	0
2480	Servant	0	0	0	0
2481	Servant	0	0	0	0
2482	Giant bat	0	0	0	0
2483	Bush snake	0	0	0	0
2489	Bush snake	275	276	278	0
2490	Bush snake	275	276	278	0
2491	Jungle spider	5327	5328	5329	0
2492	Jungle spider	5327	5328	5329	0
2493	Large mosquito	2397	0	2398	0
2494	Mosquito swarm	2397	0	2398	0
2495	Mosquito swarm	2397	0	2398	0
2496	Tribesman	0	0	0	0
2497	Tribesman	428	0	836	0
2498	Broodoo victim	0	0	0	0
2499	Broodoo victim	0	0	836	0
2500	Broodoo victim	0	0	0	0
2501	Broodoo victim	428	0	836	0
2502	Broodoo victim	0	0	0	0
2503	Broodoo victim	810	425	836	0
2504	Sharimika	0	0	0	0
2505	Sharimika	0	0	0	0
2506	Sharimika	0	0	0	0
2507	Mamma Bufetta	0	0	0	0
2508	Mamma Bufetta	0	0	0	0
2509	Mamma Bufetta	0	0	0	0
2510	Layleen	0	0	0	0
2511	Layleen	0	0	0	0
2512	Layleen	0	0	0	0
2513	Karaday	0	0	0	0
2514	Karaday	0	0	0	0
2515	Karaday	0	0	0	0
2516	Safta Doc	0	0	0	0
2517	Safta Doc	0	0	0	0
2518	Safta Doc	0	0	0	0
2519	Gabooty	0	0	0	0
2520	Gabooty	0	0	0	0
2521	Gabooty	0	0	0	0
2522	Fanellaman	0	0	0	0
2523	Fanellaman	0	0	0	0
2524	Fanellaman	0	0	0	0
2525	Jagbakoba	0	0	0	0
2526	Jagbakoba	0	0	0	0
2527	Jagbakoba	0	0	0	0
2528	Murcaily	0	0	0	0
2529	Murcaily	0	0	0	0
2530	Murcaily	0	0	0	0
2531	Rionasta	0	0	0	0
2532	Rionasta	0	0	0	0
2533	Rionasta	0	0	0	0
2534	Mahogany	0	0	0	0
2535	Teak	0	0	0	0
2536	Niles	0	0	0	0
2537	Miles	0	0	0	0
2538	Giles	0	0	0	0
2539	Cap'n Hand	4230	404	9055	4230
2540	Dr Jekyll	0	0	0	0
2541	Mr Hyde	0	0	0	0
2542	Mr Hyde	0	0	0	0
2543	Mr Hyde	0	0	0	0
2544	Mr Hyde	0	0	0	0
2545	Mr Hyde	0	0	0	0
2546	Mr Hyde	0	0	0	0
2547	Chaos druid	422	404	9055	422
2548	Blackjack seller	0	0	0	0
2549	Ali the dyer	0	0	0	0
2550	Dwarven Miner	0	0	0	0
2551	Dwarven Miner	0	0	0	0
2552	Dwarven Miner	0	0	0	0
2553	Blast Furnace Foreman	0	0	0	0
2554	Tin ore	0	0	0	0
2555	Copper ore	0	0	0	0
2556	Iron ore	0	0	0	0
2557	Mithril ore	0	0	0	0
2558	Adamantite ore	0	0	0	0
2559	Runite ore	0	0	0	0
2560	Silver ore	0	0	0	0
2561	Gold ore	0	0	0	0
2562	Coal	0	0	0	0
2563	Perfect gold ore	0	0	0	0
2564	Ordan	0	0	0	0
2565	Jorzik	0	0	0	0
2566	Wise Old Man	0	0	0	0
2567	Wise Old Man	0	0	0	0
2568	Banker	0	0	0	0
2569	Banker	0	0	0	0
2570	Banker	0	0	0	0
2571	Market Guard	400	425	836	0
2572	Olivia	0	0	0	0
2573	Pillory Guard	0	0	0	0
2574	Bank guard	0	0	0	0
2575	Purepker895	0	0	0	0
2576	Qutiedoll	0	0	0	0
2577	1337sp34kr	0	0	0	0
2578	Elfinlocks	0	0	0	0
2579	Cool Mom227	0	0	0	0
2580	Bernald	0	0	0	0
2581	Ellamaria	0	0	0	0
2582	Trolley	0	0	0	0
2583	Trolley	0	0	0	0
2584	Trolley	0	0	0	0
2585	Billy, a guard of Falador	0	0	0	0
2587	Bob, another guard of Falador	0	0	0	0
2588	Brother Althric	0	0	0	0
2589	PKMaster0036	0	0	0	0
2590	King Roald	0	0	0	0
2591	TzHaar-Mej	9260	9287	9291	9260
2592	TzHaar-Mej	9260	9287	9291	9260
2593	TzHaar-Mej	9260	9287	9291	9260
2594	TzHaar-Mej	9260	9287	9291	9260
2595	TzHaar-Mej	9260	9287	9291	9260
2596	TzHaar-Mej	9260	9287	9291	9260
2597	TzHaar-Mej	9260	9287	9291	9260
2598	TzHaar-Hur	9286	9287	9288	9286
2599	TzHaar-Hur	9286	9287	9288	9286
2600	TzHaar-Hur	9286	9287	9288	9286
2601	TzHaar-Hur	9286	9287	9288	9286
2602	TzHaar-Hur	9286	9287	9288	9286
2603	TzHaar-Hur	9286	9287	9288	9286
2604	TzHaar-Xil	9345	9287	9291	9345
2605	TzHaar-Xil	9345	9287	9291	9345
2606	TzHaar-Xil	9345	9287	9291	9345
2607	TzHaar-Xil	9345	9287	9291	9345
2608	TzHaar-Xil	9345	9287	9291	9345
2609	TzHaar-Xil	9345	9287	9291	9345
2610	TzHaar-Ket	9345	9287	9288	9345
2611	TzHaar-Ket	9345	9287	9288	9345
2612	TzHaar-Ket	9345	9287	9288	9345
2613	TzHaar-Ket	9345	9287	9288	9345
2614	TzHaar-Ket	9345	9287	9288	9345
2615	TzHaar-Ket	9345	9287	9288	9345
2616	TzHaar-Ket	9345	9287	9288	9345
2617	TzHaar-Mej-Jal	0	0	0	0
2618	TzHaar-Mej-Kah	0	0	0	0
2619	TzHaar-Ket-Zuh	0	0	0	0
2620	TzHaar-Hur-Tel	0	0	0	0
2621	Olaf Hardson	0	0	0	0
2622	TzHaar-Hur-Lek	0	0	0	0
2623	TzHaar-Mej-Roh	0	0	0	0
2624	TzHaar-Ket	0	0	0	0
2625	TzHaar-Ket	0	0	0	0
2626	Rocks	0	0	0	0
2627	Tz-Kih	0	0	0	0
2628	Tz-Kih	0	0	0	0
2629	Tz-Kek	0	0	0	0
2630	Tz-Kek	0	0	0	0
2631	Tok-Xil	0	0	0	0
2632	Tok-Xil	0	0	0	0
2633	Wise Old Man	0	0	0	0
2634	Miss Schism	0	0	0	0
2635	Bob	0	0	0	0
2636	Bob	0	0	0	0
2637	Sphinx	0	0	0	0
2638	Neite	0	0	0	0
2639	Robert the Strong	0	0	0	0
2640	Odysseus	0	0	0	0
2641	Dragonkin	0	0	0	0
2642	King Black Dragon	0	0	0	0
2643	R4ng3rNo0b889	0	0	0	0
2644	Love Cats	0	0	0	0
2645	Love Cats	0	0	0	0
2646	Neite	0	0	0	0
2647	Bob	0	0	0	0
2648	Beite	0	0	0	0
2649	Gnome	0	0	0	0
2650	Gnome	0	0	0	0
2651	Odysseus	0	0	0	0
2652	Neite	0	0	0	0
2654	Unferth	0	0	0	0
2655	Unferth	0	0	0	0
2656	Unferth	0	0	0	0
2657	Unferth	0	0	0	0
2658	Unferth	0	0	0	0
2659	Unferth	0	0	0	0
2660	Reldo	0	0	0	0
2661	Reldo	0	0	0	0
2662	Lazy cat	0	0	0	0
2663	Lazy cat	0	0	0	0
2664	Lazy cat	0	0	0	0
2665	Lazy cat	0	0	0	0
2666	Lazy cat	0	0	0	0
2667	Lazy cat	0	0	0	0
2668	Wily cat	0	0	0	0
2669	Wily cat	0	0	0	0
2670	Wily cat	0	0	0	0
2671	Wily cat	0	0	0	0
2672	Wily cat	0	0	0	0
2673	Wily cat	0	0	0	0
2674	Thief	422	0	836	0
2675	Man	0	0	0	0
2676	Make-over Mage	0	0	0	0
2677	Highwayman	799	404	9055	799
2678	Goblin	6185	6183	6182	6185
2679	Goblin	6185	6183	6182	6185
2680	Goblin	6185	6183	6182	6185
2681	Goblin	6185	6183	6182	6185
2682	Rat	2705	2706	2707	2705
2683	Hengel	0	0	0	0
2684	Anja	0	0	0	0
2685	Hobgoblin	164	165	167	164
2686	Hobgoblin	164	165	167	164
2687	Hobgoblin	164	165	167	164
2688	Hobgoblin	163	165	167	163
2689	Frog	0	0	0	0
2690	Jack Seagull	0	0	0	0
2691	Longbow Ben	0	0	0	0
2692	Ahab	0	0	0	0
2693	Duck	0	0	3468	0
2694	Duckling	0	0	3468	0
2695	Pirate	422	425	836	0
2696	Thief	422	0	836	0
2697	Mugger	422	0	836	0
2698	Black knight	422	0	836	0
2699	Guard	390	0	836	0
2700	Guard	422	0	836	0
2701	Guard	422	0	836	0
2702	Guard	390	0	836	0
2703	Guard	390	0	836	0
2704	Guard	0	0	0	0
2705	Guard	0	0	0	0
2706	Crab	0	0	0	0
2707	Seagull	0	0	0	0
2708	Seagull	0	0	0	0
2709	Fire wizard	414	0	2553	0
2710	Water wizard	414	0	2553	0
2711	Earth wizard	414	0	2553	0
2712	Air wizard	414	0	2553	0
2713	Malignius Mortifer	0	0	0	0
2714	Zombie	0	0	0	0
2715	Skeleton	0	0	0	0
2716	Ghost	0	0	0	0
2717	Skeleton mage	0	0	0	0
2718	Betty	0	0	0	0
2719	Grum	0	0	0	0
2720	Gerrant	0	0	0	0
2721	Wydin	0	0	0	0
2722	Fishing spot	0	0	0	0
2723	Fishing spot	0	0	0	0
2724	Fishing spot	0	0	0	0
2725	Otto Godblessed	0	0	0	0
2726	Gull	0	0	0	0
2727	Gull	0	0	0	0
2728	Monk of Entrana	0	0	0	0
2729	Monk of Entrana	0	0	0	0
2730	Monk of Entrana	0	0	0	0
2731	Monk of Entrana	0	0	0	0
2732	Master Crafter	0	0	0	0
2733	Master Crafter	0	0	0	0
2734	Tz-Kih	9232	9231	9230	9232
2735	Tz-Kih	9232	9231	9230	9232
2736	Tz-Kek	9233	9235	9234	9233
2737	Tz-Kek	9233	9235	9234	9233
2738	Tz-Kek	9233	9235	9234	9233
2739	Tok-Xil	9245	9242	9239	9245
2740	Tok-Xil	9245	9242	9239	9245
2741	Yt-MejKot	9252	9249	9257	9252
2742	Yt-MejKot	9252	9249	9257	9252
2743	Ket-Zek	9265	9268	9269	9265
2744	Ket-Zek	9265	9268	9269	9265
2745	TzTok-Jad	9277	9278	9279	9277
2746	Yt-HurKot	9252	9253	9257	9252
2747	Solus Dellagar	0	0	0	0
2748	Savant	0	0	0	0
2749	Lord Daquarius	0	0	0	0
2750	Solus Dellagar	0	0	0	0
2751	Black Knight	0	0	0	0
2752	Lord Daquarius	0	0	0	0
2753	Mage of Zamorak	0	0	0	0
2754	Mage of Zamorak	0	0	0	0
2755	Mage of Zamorak	0	0	0	0
2756	Woman	0	0	0	0
2759	null	0	0	0	0
2776	Woman	0	0	0	0
2777	Black Knight	0	0	0	0
2778	Black Knight	0	0	0	0
2779	Ranger	426	0	836	0
2780	Solus Dellagar	0	0	0	0
2781	Gnome guard	0	0	0	0
2782	Shadow	2738	0	2739	0
2783	Dark beast	2731	2732	2733	2731
2784	Mourner	0	0	0	0
2785	Slave	0	0	0	0
2786	Slave	0	0	0	0
2787	Slave	0	0	0	0
2788	Thorgel	0	0	0	0
2790	Sergeant Damien	0	0	0	0
2791	Pillory Guard	0	0	0	0
2792	Tramp	0	0	0	0
2793	Tramp	0	0	0	0
2794	Tramp	0	0	0	0
2795	Skippy	0	0	0	0
2796	Skippy	0	0	0	0
2797	Skippy	0	0	0	0
2798	Skippy	0	0	0	0
2799	Skippy	0	0	0	0
2800	A pile of broken glass	0	0	0	0
2801	Ogre	359	360	361	359
2802	Gnome Coach	0	0	0	0
2803	Lizard	2776	2777	2778	2776
2804	Desert Lizard	2776	2777	2778	2776
2805	Desert Lizard	2776	2777	2778	2776
2806	Desert Lizard	2776	2777	2778	2776
2807	Small Lizard	2776	2777	2778	2776
2808	Small Lizard	2776	2777	2778	2776
2809	Al the Camel	0	0	0	0
2810	Elly the Camel	0	0	0	0
2811	Ollie the Camel	0	0	0	0
2812	Cam the Camel	0	0	0	0
2813	Alice the Camel	0	0	0	0
2815	Neferti the Camel	0	0	0	0
2816	Ali the Smith	0	0	0	0
2821	Ali the Farmer	0	0	0	0
2822	Ali the Tailor	0	0	0	0
2823	Ali the Guard	0	0	0	0
2824	Ellis	0	0	0	0
2825	Pirate Pete	0	0	0	0
2826	Pirate Pete	0	0	0	0
2827	Captain Braindeath	0	0	0	0
2828	50% Luke	0	0	0	0
2829	Davey	0	0	0	0
2830	Captain Donnie	0	0	0	0
2831	Zombie protester	0	0	0	0
2832	Zombie protester	0	0	0	0
2833	Zombie protester	0	0	0	0
2834	Zombie protester	0	0	0	0
2835	Zombie protester	0	0	0	0
2836	Zombie protester	0	0	0	0
2837	Zombie pirate	5647	0	5649	0
2838	Zombie pirate	5651	0	5654	0
2839	Zombie pirate	5651	0	5654	0
2840	Zombie pirate	5651	0	5654	0
2841	Zombie pirate	5647	0	5649	0
2842	Zombie pirate	5647	0	5649	0
2843	Zombie swab	5647	0	5649	0
2844	Zombie swab	5647	0	5649	0
2845	Zombie swab	5651	0	5654	0
2846	Zombie swab	5651	0	5654	0
2847	Zombie swab	5647	0	5649	0
2848	Zombie swab	5647	0	5649	0
2849	Evil spirit	2804	0	2805	0
2850	Fever spider	5319	0	5321	0
2851	Brewer	0	0	0	0
2852	Brewer	0	0	0	0
2853	Brewer	0	0	0	0
2854	Brewer	0	0	0	0
2855	Brewer	0	0	0	0
2856	Brewer	0	0	0	0
2857	Brewer	0	0	0	0
2858	Brewer	0	0	0	0
2859	Fishing spot	0	0	0	0
2860	Amaethwyr	0	0	0	0
2861	Teclyn	0	0	0	0
2862	Death	0	0	0	0
2863	Zombie	0	0	0	0
2864	Most of a Zombie	0	0	0	0
2865	Most of a Zombie	0	0	0	0
2866	Zombie	0	0	0	0
2867	Most of a Zombie	0	0	0	0
2868	Zombie Head	0	0	0	0
2869	Zombie	0	0	0	0
2870	Half-Zombie	0	0	0	0
2871	Other Half-Zombie	0	0	0	0
2872	Child	0	0	0	0
2873	Child	0	0	0	0
2874	Child	0	0	0	0
2875	Child	0	0	0	0
2876	Child	0	0	0	0
2877	Child	0	0	0	0
2878	Zombie	0	0	0	0
2879	Bardur	0	0	0	0
2880	Dagannoth fledgeling	1579	0	1581	0
2881	Dagannoth Supreme	2855	2852	2856	0
2882	Dagannoth Prime	2854	2852	2856	0
2883	Dagannoth Rex	2853	2852	2856	0
2884	Wallasalki	0	0	0	0
2885	Giant Rock Crab	1312	1313	1314	0
2886	Boulder	0	0	0	0
2887	Dagannoth	1343	1340	1342	0
2888	Dagannoth	1343	1340	1342	0
2889	Rock lobster	2860	2861	2862	2860
2890	Large rock	2860	2861	2861	2860
2891	Suspicious water	0	0	0	0
2892	Spinolyp	2868	2869	2866	2866
2893	Suspicious water	0	0	0	0
2894	Spinolyp	2868	2869	2866	2866
2895	Suspicious water	0	0	0	0
2896	Spinolyp	2868	2869	2866	2866
2897	Father Reen	0	0	0	0
2900	Father Reen	0	0	0	0
2901	Father Badden	0	0	0	0
2903	Father Badden	0	0	0	0
2904	Denath	0	0	0	0
2905	Denath	0	0	0	0
2906	Eric	0	0	0	0
2907	Eric	0	0	0	0
2908	Evil Dave	0	0	0	0
2910	Evil Dave	0	0	0	0
2911	Matthew	0	0	0	0
2912	Matthew	0	0	0	0
2913	Jennifer	0	0	0	0
2914	Jennifer	0	0	0	0
2915	Tanya	0	0	0	0
2916	Tanya	0	0	0	0
2917	Patrick	0	0	0	0
2918	Patrick	0	0	0	0
2919	Agrith Naar	64	65	67	0
2920	Sand storm	0	0	0	0
2922	Clay golem	0	0	0	0
2928	Clay golem	0	0	0	0
2929	Ghost	0	0	0	0
2931	Ghost	0	0	0	0
2932	Jorral	0	0	0	0
2933	Melina	0	0	0	0
2935	Melina	0	0	0	0
2936	Droalak	0	0	0	0
2938	Droalak	0	0	0	0
2939	Dron	0	0	0	0
2940	Blanin	0	0	0	0
2941	The Beast	0	0	0	0
2942	Bellemorde	0	0	0	0
2943	Pox	0	0	0	0
2944	Pox	0	0	0	0
2945	Bones	0	0	0	0
2946	Grimesquit	0	0	0	0
2947	Phingspet	0	0	0	0
2948	Hooknosed Jack	0	0	0	0
2949	Jimmy Dazzler	0	0	0	0
2950	The Face	0	0	0	0
2951	Felkrash	0	0	0	0
2952	Smokin' Joe	0	0	0	0
2953	Ceril Carnillean	0	0	0	0
2954	Councillor Halgrive	0	0	0	0
2955	Spice seller	0	0	0	0
2956	Fur trader	0	0	0	0
2957	Gem merchant	0	0	0	0
2958	Silver merchant	0	0	0	0
